offer_id,param_name,param_value
НФ-00003548,Единицы измерения переменного напряжения,В
НФ-00003548,Единицы измерения постоянного напряжения,В
НФ-00003548,Единицы измерения сопротивления,МОм
НФ-00003548,Индикация,Звуковая
НФ-00003548,Максимальная рабочая температура (°С),45
НФ-00003548,Максимальный диапазон переменного напряжения,600
НФ-00003548,Максимальный диапазон постоянного напряжения,600
НФ-00003548,Максимальный диапазон сопротивления,2000
НФ-00003548,Минимальная рабочая температура (°С),-20
НФ-00003548,Монитор,ЖК
НФ-00003548,Напряжение (В),9
НФ-00003548,Питание,Батарейки аккумуляторного типа
НФ-00003548,Подсветка дисплея,Да
НФ-00003548,Подсветка клавиш,Нет
НФ-00003548,Тип,Цифровой
НФ-00003548,Цвет,Черный
НФ-00003548,Цветопередача,Цветная
НФ-00003548,Ширина (мм),60
НФ-00003558,Количество в ящике,40
НФ-00003558,Состояние,Новое
НФ-00003558,Страна производитель,Китай
НФ-00003558,Страна регистрации бренда,Китай
НФ-00003558,Вес (кг),0.31
НФ-00003558,Высота (мм),35
НФ-00003558,Длина (мм),191
НФ-00003558,Единицы измерения переменного напряжения,В
НФ-00003558,Единицы измерения постоянного напряжения,В
НФ-00003558,Единицы измерения сопротивления,МОм
НФ-00003558,Индикация,Звуковая
НФ-00003558,Максимальная рабочая температура (°С),45
НФ-00003558,Максимальный диапазон переменного напряжения,750
НФ-00003558,Максимальный диапазон постоянного напряжения,1000
НФ-00003558,Максимальный диапазон сопротивления,2000
НФ-00003558,Минимальная рабочая температура (°С),-20
НФ-00003558,Минимальный диапазон переменного напряжения,200
НФ-00003558,Минимальный диапазон постоянного напряжения,200
НФ-00003558,Монитор,ЖК
НФ-00003558,Напряжение (В),9
НФ-00003558,Питание,Батарейки аккумуляторного типа
НФ-00003558,Подсветка дисплея,Да
НФ-00003558,Подсветка клавиш,Нет
НФ-00003558,Тип,Цифровой
НФ-00003558,Цвет,Черный
НФ-00003558,Цветопередача,Монохромная
НФ-00003558,Ширина (мм),89
НФ-00000586,Количество в ящике,48
НФ-00000586,Состояние,Новое
НФ-00000586,Страна производитель,Китай
НФ-00000586,Страна регистрации бренда,Китай
НФ-00000586,Форм-фактор мультитула,Нож|Молоток|Открывалка для бутылок
НФ-00003563,Количество в ящике,60
НФ-00003563,Производитель,Gemei
НФ-00003563,Состояние,Новое
НФ-00003563,Страна производитель,Китай
НФ-00003563,Страна регистрации бренда,Китай
НФ-00003563,Индикация,Звуковая
НФ-00003563,Количество в упаковке,10
НФ-00003563,Максимальная рабочая температура (°С),45
НФ-00003563,Минимальная рабочая температура (°С),-20
НФ-00003563,Монитор,ЖК
НФ-00003563,Напряжение (В),9
НФ-00003563,Питание,Батарейки аккумуляторного типа
НФ-00003563,Подсветка дисплея,Да
НФ-00003563,Подсветка клавиш,Нет
НФ-00003563,Тип,Цифровой
НФ-00003563,Цвет,Желтый
НФ-00003563,Цветопередача,Монохромная
НФ-00003549,Количество в ящике,60
НФ-00003549,Состояние,Новое
НФ-00003549,Страна производитель,Китай
НФ-00003549,Страна регистрации бренда,Китай
НФ-00003549,Высота (мм),24
НФ-00003549,Длина (мм),125
НФ-00003549,Единицы измерения переменного напряжения,В
НФ-00003549,Единицы измерения постоянного напряжения,В
НФ-00003549,Единицы измерения сопротивления,МОм
НФ-00003549,Индикация,Звуковая
НФ-00003549,Максимальная рабочая температура (°С),45
НФ-00003549,Максимальный диапазон переменного напряжения,750
НФ-00003549,Максимальный диапазон постоянного напряжения,1000
НФ-00003549,Максимальный диапазон сопротивления,2000
НФ-00003549,Минимальная рабочая температура (°С),-20
НФ-00003549,Минимальный диапазон переменного напряжения,200
НФ-00003549,Минимальный диапазон постоянного напряжения,200
НФ-00003549,Монитор,ЖК
НФ-00003549,Напряжение (В),9
НФ-00003549,Питание,Батарейки аккумуляторного типа
НФ-00003549,Подсветка дисплея,Да
НФ-00003549,Подсветка клавиш,Нет
НФ-00003549,Тип,Цифровой
НФ-00003549,Цвет,Черный
НФ-00003549,Цветопередача,Монохромная
НФ-00003549,Ширина (мм),64
НФ-00003542,Количество в ящике,100
НФ-00003542,Состояние,Новое
НФ-00003542,Страна производитель,Китай
НФ-00003542,Страна регистрации бренда,Китай
НФ-00003542,Вес (кг),0.22
НФ-00003542,Единицы измерения переменного напряжения,В
НФ-00003542,Единицы измерения постоянного напряжения,В
НФ-00003542,Единицы измерения сопротивления,МОм
НФ-00003542,Индикация,Звуковая
НФ-00003542,Максимальная рабочая температура (°С),45
НФ-00003542,Максимальный диапазон переменного напряжения,750
НФ-00003542,Максимальный диапазон постоянного напряжения,1000
НФ-00003542,Максимальный диапазон сопротивления,2000
НФ-00003542,Минимальная рабочая температура (°С),-20
НФ-00003542,Минимальный диапазон переменного напряжения,200
НФ-00003542,Минимальный диапазон постоянного напряжения,200
НФ-00003542,Монитор,ЖК
НФ-00003542,Напряжение (В),9
НФ-00003542,Питание,Батарейки аккумуляторного типа
НФ-00003542,Подсветка дисплея,Нет
НФ-00003542,Подсветка клавиш,Нет
НФ-00003542,Тип,Цифровой
НФ-00003542,Цвет,Черный
НФ-00003542,Цветопередача,Монохромная
НФ-00007583,Количество в ящике,60
НФ-00007583,Состояние,Новое
НФ-00007583,Страна производитель,Китай
НФ-00007583,Страна регистрации бренда,Китай
НФ-00007583,Единицы измерения переменного напряжения,В
НФ-00007583,Единицы измерения постоянного напряжения,В
НФ-00007583,Единицы измерения сопротивления,МОм
НФ-00007583,Индикация,Звуковая
НФ-00007583,Максимальная рабочая температура (°С),45
НФ-00007583,Максимальный диапазон переменного напряжения,600
НФ-00007583,Максимальный диапазон постоянного напряжения,600
НФ-00007583,Максимальный диапазон сопротивления,2000
НФ-00007583,Минимальная рабочая температура (°С),-20
НФ-00007583,Минимальный диапазон переменного напряжения,200
НФ-00007583,Минимальный диапазон постоянного напряжения,200
НФ-00007583,Монитор,ЖК
НФ-00007583,Напряжение (В),9
НФ-00007583,Питание,Батарейки аккумуляторного типа
НФ-00007583,Подсветка дисплея,Нет
НФ-00007583,Подсветка клавиш,Нет
НФ-00007583,Тип,Цифровой
НФ-00007583,Цвет,Черный
НФ-00007583,Цветопередача,Цветная
НФ-00003544,Количество в ящике,100
НФ-00003544,Состояние,Новое
НФ-00003544,Страна производитель,Китай
НФ-00003544,Страна регистрации бренда,Китай
НФ-00003544,Вес (кг),0.22
НФ-00003544,Единицы измерения переменного напряжения,В
НФ-00003544,Единицы измерения постоянного напряжения,В
НФ-00003544,Единицы измерения сопротивления,МОм
НФ-00003544,Индикация,Звуковая
НФ-00003544,Максимальная рабочая температура (°С),45
НФ-00003544,Максимальный диапазон переменного напряжения,750
НФ-00003544,Максимальный диапазон постоянного напряжения,1000
НФ-00003544,Максимальный диапазон сопротивления,2000
НФ-00003544,Минимальная рабочая температура (°С),-20
НФ-00003544,Минимальный диапазон переменного напряжения,200
НФ-00003544,Минимальный диапазон постоянного напряжения,200
НФ-00003544,Монитор,ЖК
НФ-00003544,Напряжение (В),9
НФ-00003544,Питание,Батарейки аккумуляторного типа
НФ-00003544,Подсветка дисплея,Нет
НФ-00003544,Подсветка клавиш,Нет
НФ-00003544,Тип,Цифровой
НФ-00003544,Цвет,Черный
НФ-00003544,Цветопередача,Монохромная
НФ-00006109,Количество в ящике,50
НФ-00006109,Состояние,Новое
НФ-00006109,Страна производитель,Китай
НФ-00006109,Встроенный Тачпад,Нет
НФ-00006109,Дизайн мыши,Для правой руки
НФ-00006109,Интерфейс подключения,USB
НФ-00006109,Количество клавиш мыши,7
НФ-00006109,Конструкция мыши,Игровая
НФ-00006109,Назначение,Для настольного ПК
НФ-00006109,Подключение устройства,Проводное
НФ-00006109,Разрешение оптического сенсора (dpi),5500
НФ-00006109,Тип,Мышь
НФ-00006109,Тип мыши,Оптическая лазерная
НФ-00006109,Цвет,Черный
НФ-00003543,Количество в ящике,100
НФ-00003543,Состояние,Новое
НФ-00003543,Страна производитель,Китай
НФ-00003543,Страна регистрации бренда,Китай
НФ-00003543,Вес (кг),0.22
НФ-00003543,Единицы измерения переменного напряжения,В
НФ-00003543,Единицы измерения постоянного напряжения,В
НФ-00003543,Единицы измерения сопротивления,МОм
НФ-00003543,Индикация,Звуковая
НФ-00003543,Максимальная рабочая температура (°С),45
НФ-00003543,Максимальный диапазон переменного напряжения,750
НФ-00003543,Максимальный диапазон постоянного напряжения,1000
НФ-00003543,Максимальный диапазон сопротивления,2000
НФ-00003543,Минимальная рабочая температура (°С),-20
НФ-00003543,Минимальный диапазон переменного напряжения,200
НФ-00003543,Минимальный диапазон постоянного напряжения,200
НФ-00003543,Монитор,ЖК
НФ-00003543,Напряжение (В),9
НФ-00003543,Питание,Батарейки аккумуляторного типа
НФ-00003543,Подсветка дисплея,Нет
НФ-00003543,Подсветка клавиш,Нет
НФ-00003543,Тип,Цифровой
НФ-00003543,Цвет,Черный
НФ-00003543,Цветопередача,Монохромная
НФ-00001591,Количество в ящике,20
НФ-00001591,Состояние,Новое
НФ-00001591,Страна производитель,Китай
НФ-00001591,Страна регистрации бренда,Китай
НФ-00001591,Датчик движения,Нет
НФ-00001591,"Имитация ""работы""",Мерцающий светодиод
НФ-00001591,Крепление,Настенное
НФ-00001591,Материал,ABS-пластик
НФ-00001591,Питание,Батарейки
НФ-00001591,Форм-фактор,Корпусная камера-обманка
НФ-00003546,Количество в ящике,60
НФ-00003546,Состояние,Новое
НФ-00003546,Страна производитель,Китай
НФ-00003546,Страна регистрации бренда,Китай
НФ-00003546,Единицы измерения переменного напряжения,В
НФ-00003546,Единицы измерения постоянного напряжения,В
НФ-00003546,Единицы измерения сопротивления,Ом
НФ-00003546,Индикация,Звуковая
НФ-00003546,Максимальный диапазон переменного напряжения,750
НФ-00003546,Максимальный диапазон постоянного напряжения,1000
НФ-00003546,Максимальный диапазон сопротивления,2000
НФ-00003546,Минимальная рабочая температура (°С),-20
НФ-00003546,Монитор,ЖК
НФ-00003546,Напряжение (В),9
НФ-00003546,Питание,Батарейки аккумуляторного типа
НФ-00003546,Подсветка дисплея,Да
НФ-00003546,Подсветка клавиш,Нет
НФ-00003546,Тип,Цифровой
НФ-00003546,Цвет,Черный
НФ-00003546,Цветопередача,Монохромная
НФ-00003569,Количество в ящике,40
НФ-00003569,Состояние,Новое
НФ-00003569,Страна производитель,Китай
НФ-00003569,Страна регистрации бренда,Китай
НФ-00003569,Единицы измерения переменного напряжения,В
НФ-00003569,Единицы измерения постоянного напряжения,В
НФ-00003569,Единицы измерения сопротивления,МОм
НФ-00003569,Индикация,Звуковая
НФ-00003569,Максимальная рабочая температура (°С),45
НФ-00003569,Максимальный диапазон переменного напряжения,750
НФ-00003569,Максимальный диапазон постоянного напряжения,1000
НФ-00003569,Максимальный диапазон сопротивления,2000
НФ-00003569,Минимальная рабочая температура (°С),-20
НФ-00003569,Минимальный диапазон переменного напряжения,200
НФ-00003569,Минимальный диапазон постоянного напряжения,200
НФ-00003569,Монитор,ЖК
НФ-00003569,Напряжение (В),9
НФ-00003569,Питание,Батарейки аккумуляторного типа
НФ-00003569,Подсветка дисплея,Нет
НФ-00003569,Подсветка клавиш,Нет
НФ-00003569,Тип,Цифровой
НФ-00003569,Цвет,Черный
НФ-00003569,Цветопередача,Монохромная
НФ-00003534,Количество в ящике,100
НФ-00003534,Состояние,Новое
НФ-00003534,Страна производитель,Китай
НФ-00003534,Страна регистрации бренда,Китай
НФ-00003534,Единицы измерения переменного напряжения,В
НФ-00003534,Единицы измерения постоянного напряжения,В
НФ-00003534,Единицы измерения сопротивления,Ом
НФ-00003534,Индикация,Звуковая
НФ-00003534,Количество в упаковке,20
НФ-00003534,Максимальная рабочая температура (°С),45
НФ-00003534,Максимальный диапазон переменного напряжения,500
НФ-00003534,Максимальный диапазон постоянного напряжения,500
НФ-00003534,Максимальный диапазон сопротивления,2000
НФ-00003534,Минимальная рабочая температура (°С),-20
НФ-00003534,Минимальный диапазон переменного напряжения,200
НФ-00003534,Минимальный диапазон постоянного напряжения,200
НФ-00003534,Минимальный диапазон сопротивления,200
НФ-00003534,Монитор,ЖК
НФ-00003534,Напряжение (В),9
НФ-00003534,Питание,Батарейки аккумуляторного типа
НФ-00003534,Подсветка дисплея,Да
НФ-00003534,Подсветка клавиш,Нет
НФ-00003534,Тип,Цифровой
НФ-00003534,Цвет,Черный
НФ-00003534,Цветопередача,Монохромная
НФ-00003533,Количество в ящике,100
НФ-00003533,Состояние,Новое
НФ-00003533,Страна производитель,Китай
НФ-00003533,Страна регистрации бренда,Китай
НФ-00003533,Высота (мм),20
НФ-00003533,Длина (мм),100
НФ-00003533,Единицы измерения переменного напряжения,В
НФ-00003533,Единицы измерения постоянного напряжения,В
НФ-00003533,Единицы измерения сопротивления,МОм
НФ-00003533,Индикация,Звуковая
НФ-00003533,Количество в упаковке,20
НФ-00003533,Максимальная рабочая температура (°С),45
НФ-00003533,Максимальный диапазон переменного напряжения,500
НФ-00003533,Максимальный диапазон постоянного напряжения,500
НФ-00003533,Максимальный диапазон сопротивления,2000
НФ-00003533,Минимальная рабочая температура (°С),-20
НФ-00003533,Монитор,ЖК
НФ-00003533,Напряжение (В),9
НФ-00003533,Питание,Батарейки аккумуляторного типа
НФ-00003533,Подсветка дисплея,Да
НФ-00003533,Подсветка клавиш,Нет
НФ-00003533,Тип,Цифровой
НФ-00003533,Цвет,Черный
НФ-00003533,Цветопередача,Монохромная
НФ-00003533,Ширина (мм),50
НФ-00001796,Количество в ящике,100
НФ-00001796,Состояние,Новое
НФ-00001796,Страна производитель,Китай
НФ-00001796,Дизайн мыши,Для обеих рук
НФ-00001796,Интерфейс подключения,USB
НФ-00001796,Количество клавиш мыши,3
НФ-00001796,Конструкция мыши,Классическая
НФ-00001796,Назначение,Универсальная
НФ-00001796,Подключение устройства,Беспроводное
НФ-00001796,Разрешение оптического сенсора (dpi),1600
НФ-00001796,Тип,Мышь
НФ-00001796,Тип беспроводной связи,Bluetooth
НФ-00001796,Тип мыши,Оптическая светодиодная
НФ-00001796,Цвет,Красный
НФ-00000132,Количество в ящике,100
НФ-00000132,Состояние,Новое
НФ-00000132,Страна производитель,Китай
НФ-00000132,Вес (г),70
НФ-00000132,Встроенный Тачпад,Нет
НФ-00000132,Высота (мм),34
НФ-00000132,Дизайн мыши,Для обеих рук
НФ-00000132,Длина (мм),102
НФ-00000132,Интерфейс подключения,USB
НФ-00000132,Количество клавиш мыши,3
НФ-00000132,Конструкция мыши,Классическая
НФ-00000132,Назначение,Для ПК и Ноутбука
НФ-00000132,Подключение устройства,Беспроводное
НФ-00000132,Разрешение оптического сенсора (dpi),1200
НФ-00000132,Разъем для микрофона,Нет
НФ-00000132,Разъем для наушников,Нет
НФ-00000132,Тип,Мышь
НФ-00000132,Тип беспроводной связи,Радиоканал связи
НФ-00000132,Тип мыши,Оптическая светодиодная
НФ-00000132,Цвет,Черный
НФ-00000132,Ширина (мм),58
НФ-00001797,Количество в ящике,100
НФ-00001797,Состояние,Новое
НФ-00001797,Страна производитель,Китай
НФ-00001797,Дизайн мыши,Для обеих рук
НФ-00001797,Интерфейс подключения,USB
НФ-00001797,Количество клавиш мыши,5
НФ-00001797,Конструкция мыши,Классическая
НФ-00001797,Назначение,Универсальная
НФ-00001797,Подключение устройства,Беспроводное
НФ-00001797,Разрешение оптического сенсора (dpi),1600
НФ-00001797,Тип,Мышь
НФ-00001797,Тип беспроводной связи,Bluetooth
НФ-00001797,Тип мыши,Оптическая светодиодная
НФ-00001797,Цвет,Синий
НФ-00005354,Количество в ящике,4
НФ-00005354,Производитель,Domotec
НФ-00005354,Состояние,Новое
НФ-00005354,Страна производитель,Китай
НФ-00005354,Длина сетевого шнура (м),1
НФ-00005354,Защита от перегрузок,Да
НФ-00005354,Количество решеток,3
НФ-00005354,Максимальное время непрерывной работы (мин),7
НФ-00005354,Материал корпуса,Нержавеющая сталь
НФ-00005354,Материал лотка,металл
НФ-00005354,Материал рабочей камеры,металл
НФ-00005354,Мощность при заблокированном двигателе (Вт),2800
НФ-00005354,Насадка для нарезки печенья,Нет
НФ-00005354,Насадка для приготовления колбас,Да
НФ-00005354,Насадка для приготовления пюре,Нет
НФ-00005354,Насадка-кеббе,Да
НФ-00005354,Насадка-соковыжималка для цитрусовых,Да
НФ-00005354,Насадка-соковыжималка для ягод,Да
НФ-00005354,Насадка-терка,Нет
НФ-00005354,Насадка-шинковка,Нет
НФ-00005354,Отсек для хранения насадок,Нет
НФ-00005354,Отсек для шнура,Нет
НФ-00005354,Прорезиненные ножки,Да
НФ-00005354,Реверс,Да
НФ-00005354,Толкатель,Да
НФ-00005354,Формовочная насадка для фарша,Да
НФ-00001394,Количество в ящике,24
НФ-00001394,Производитель,Gemei
НФ-00001394,Состояние,Новое
НФ-00001394,Страна производитель,Китай
НФ-00001394,Бритвенная насадка,Да
НФ-00001394,Влагозащищенный корпус,Нет
НФ-00001394,Время заряда аккумулятора (час),5
НФ-00001394,Время работы от аккумулятора (мин),45
НФ-00001394,Гипоаллергенное покрытие,Нет
НФ-00001394,Детская/тихая стрижка,Нет
НФ-00001394,Дорожный футляр,Нет
НФ-00001394,Индикатор заряда элементов питания,Да
НФ-00001394,Керамическое покрытие,Нет
НФ-00001394,Количество насадок,8
НФ-00001394,Количество установок длины,4
НФ-00001394,Максимальная длина стрижки (мм),12
НФ-00001394,Материал лезвий,Нержавеющая сталь
НФ-00001394,Минимальная длина стрижки (мм),3
НФ-00001394,Насадка для стрижки бороды и усов,Да
НФ-00001394,Насадка для филировки,Нет
НФ-00001394,Насадка-триммер для носа и ушей,Да
НФ-00001394,Насадка-триммер для тела,Да
НФ-00001394,Прорезиненная рукоятка,Да
НФ-00001394,Регулировка длины,Сменные насадки
НФ-00001394,Самозатачивающиеся лезвия,Нет
НФ-00001394,Стационарное зарядное устройство,Да
НФ-00001394,Тип питания,Аккумулятор|Сеть 220 В
НФ-00001394,Тип прибора,Набор для стрижки
НФ-00001394,Тип элементов питания,Li-Ion
НФ-00001394,Триммер для окантовки,Да
НФ-00001394,Щеточка для чистки,Да
НФ-00004970,Количество в ящике,40
НФ-00004970,Производитель,Kemei
НФ-00004970,Состояние,Новое
НФ-00004970,Страна производитель,Китай
НФ-00004970,Бритвенная насадка,Да
НФ-00004970,Влагозащищенный корпус,Нет
НФ-00004970,Время заряда аккумулятора (час),2
НФ-00004970,Время работы от аккумулятора (мин),100
НФ-00004970,Гипоаллергенное покрытие,Нет
НФ-00004970,Детская/тихая стрижка,Нет
НФ-00004970,Дорожный футляр,Нет
НФ-00004970,Индикатор заряда элементов питания,Нет
НФ-00004970,Керамическое покрытие,Нет
НФ-00004970,Количество насадок,10
НФ-00004970,Количество установок длины,5
НФ-00004970,Максимальная длина стрижки (мм),12
НФ-00004970,Материал лезвий,Нержавеющая сталь
НФ-00004970,Минимальная длина стрижки (мм),3
НФ-00004970,Насадка для стрижки бороды и усов,Да
НФ-00004970,Насадка для филировки,Да
НФ-00004970,Насадка-триммер для носа и ушей,Да
НФ-00004970,Насадка-триммер для тела,Да
НФ-00004970,Прорезиненная рукоятка,Нет
НФ-00004970,Регулировка длины,Сменные насадки
НФ-00004970,Самозатачивающиеся лезвия,Нет
НФ-00004970,Тип питания,Аккумулятор
НФ-00004970,Тип прибора,Набор для стрижки
НФ-00004970,Тип элементов питания,Li-Ion
НФ-00004970,Триммер для окантовки,Да
НФ-00004970,Щеточка для чистки,Да
НФ-00001369,Количество в ящике,40
НФ-00001369,Производитель,Kemei
НФ-00001369,Состояние,Новое
НФ-00001369,Страна производитель,Китай
НФ-00001369,Бритвенная насадка,Да
НФ-00001369,Влагозащищенный корпус,Нет
НФ-00001369,Время заряда аккумулятора (час),8
НФ-00001369,Время работы от аккумулятора (мин),45
НФ-00001369,Гипоаллергенное покрытие,Нет
НФ-00001369,Детская/тихая стрижка,Нет
НФ-00001369,Дорожный футляр,Нет
НФ-00001369,Индикатор заряда элементов питания,Нет
НФ-00001369,Керамическое покрытие,Нет
НФ-00001369,Количество насадок,6
НФ-00001369,Количество установок длины,3
НФ-00001369,Максимальная длина стрижки (мм),10
НФ-00001369,Материал лезвий,Нержавеющая сталь
НФ-00001369,Минимальная длина стрижки (мм),3
НФ-00001369,Насадка для стрижки бороды и усов,Нет
НФ-00001369,Насадка для филировки,Нет
НФ-00001369,Насадка-триммер для носа и ушей,Да
НФ-00001369,Насадка-триммер для тела,Нет
НФ-00001369,Прорезиненная рукоятка,Нет
НФ-00001369,Регулировка длины,Сменные насадки
НФ-00001369,Самозатачивающиеся лезвия,Нет
НФ-00001369,Стационарное зарядное устройство,Нет
НФ-00001369,Тип питания,Аккумулятор
НФ-00001369,Тип прибора,Набор для стрижки
НФ-00001369,Тип элементов питания,Li-Ion
НФ-00001369,Триммер для окантовки,Да
НФ-00001369,Щеточка для чистки,Да
НФ-00003187,Количество в ящике,96
НФ-00003187,Состояние,Новое
НФ-00003187,Страна производитель,Китай
НФ-00003187,Страна регистрации бренда,Китай
НФ-00003187,Вид творчества,Рисование
НФ-00003187,Возрастная группа,От 6 лет
НФ-00003187,Пол,Унисекс
НФ-00003187,Упаковка,Коробка
НФ-00007027,Количество в ящике,40
НФ-00007027,Производитель,Gemei
НФ-00007027,Состояние,Новое
НФ-00007027,Страна производитель,Китай
НФ-00007027,Бритвенная насадка,Да
НФ-00007027,Влагозащищенный корпус,Нет
НФ-00007027,Время заряда аккумулятора (час),8
НФ-00007027,Время работы от аккумулятора (мин),45
НФ-00007027,Гипоаллергенное покрытие,Нет
НФ-00007027,Детская/тихая стрижка,Нет
НФ-00007027,Длина сетевого шнура (м),1.4
НФ-00007027,Дорожный футляр,Нет
НФ-00007027,Индикатор заряда элементов питания,Нет
НФ-00007027,Керамическое покрытие,Нет
НФ-00007027,Количество насадок,6
НФ-00007027,Количество установок длины,10
НФ-00007027,Максимальная длина стрижки (мм),21
НФ-00007027,Материал лезвий,Нержавеющая сталь
НФ-00007027,Минимальная длина стрижки (мм),0.5
НФ-00007027,Насадка для стрижки бороды и усов,Да
НФ-00007027,Насадка для филировки,Да
НФ-00007027,Насадка-триммер для носа и ушей,Да
НФ-00007027,Насадка-триммер для тела,Нет
НФ-00007027,Прорезиненная рукоятка,Нет
НФ-00007027,Регулировка длины,Сменные насадки
НФ-00007027,Самозатачивающиеся лезвия,Нет
НФ-00007027,Стационарное зарядное устройство,Нет
НФ-00007027,Тип питания,Аккумулятор
НФ-00007027,Тип прибора,Набор для стрижки
НФ-00007027,Тип элементов питания,Li-Ion
НФ-00007027,Триммер для окантовки,Да
НФ-00007027,Ширина лезвия (мм),40
НФ-00007027,Щеточка для чистки,Да
НФ-00000592,Количество в ящике,20
НФ-00000592,Состояние,Новое
НФ-00000592,Страна производитель,Китай
НФ-00000592,Страна регистрации бренда,Китай
НФ-00000592,Заточка лезвия,Двусторонняя
НФ-00000592,Кейс в комплекте,Нет
НФ-00000592,Количество предметов в наборе,13
НФ-00000592,Кухонный топорик (шт.),1
НФ-00000592,Материал лезвия,Нержавеющая сталь
НФ-00000592,Материал рукоятки,Пластик
НФ-00000592,Нож для мягкого сыра (шт.),1
НФ-00000592,Нож для мяса (шт.),1
НФ-00000592,Нож для нарезки (шт.),1
НФ-00000592,Нож для хлеба (шт.),1
НФ-00000592,Нож для чистки овощей (шт.),1
НФ-00000592,Нож поварской (шт.),1
НФ-00000592,Нож универсальный (шт.),1
НФ-00000592,Ножницы кухонные (шт.),1
НФ-00000592,Овощной нож (шт.),1
НФ-00000592,Подставка,Нет
НФ-00000592,Подходит для мытья в посудомоечной машине,Да
НФ-00000592,Сумка для хранения и транспортировки,Нет
НФ-00000592,Тип,Набор ножей
НФ-00000592,Филейный нож (шт.),1
НФ-00000592,Цвет,Черный
НФ-00005115,Количество в ящике,32
НФ-00005115,Состояние,Новое
НФ-00005115,Страна производитель,Китай
НФ-00005115,Страна регистрации бренда,Китай
НФ-00005115,Материал,Медь
НФ-00005115,Материал токопроводящей жилы,Медь
НФ-00005115,Тип кабеля,Акустический
НФ-00005115,Упаковка,Коробка
НФ-00003184,Количество в ящике,4
НФ-00003184,Производитель,Domotec
НФ-00003184,Состояние,Новое
НФ-00003184,Страна производитель,Китай
НФ-00003184,Длина сетевого шнура (м),1
НФ-00003184,Защита от перегрузок,Да
НФ-00003184,Количество насадок для приготовления колбас,1
НФ-00003184,Количество насадок для терки,2
НФ-00003184,Количество насадок для шинковки,1
НФ-00003184,Количество решеток,3
НФ-00003184,Максимальная высота посуды (мм),110
НФ-00003184,Максимальное время непрерывной работы (мин),7
НФ-00003184,Материал корпуса,Пластик
НФ-00003184,Материал лотка,металл
НФ-00003184,Материал рабочей камеры,металл
НФ-00003184,Мощность при заблокированном двигателе (Вт),2600
НФ-00003184,Насадка для нарезки печенья,Нет
НФ-00003184,Насадка для приготовления колбас,Да
НФ-00003184,Насадка для приготовления пюре,Нет
НФ-00003184,Насадка-кеббе,Да
НФ-00003184,Насадка-соковыжималка для ягод,Да
НФ-00003184,Насадка-терка,Да
НФ-00003184,Насадка-шинковка,Да
НФ-00003184,Номинальная мощность (Вт),1300
НФ-00003184,Отсек для хранения насадок,Нет
НФ-00003184,Отсек для шнура,Нет
НФ-00003184,Производительность мясорубки (кг/мин),1.8
НФ-00003184,Прорезиненные ножки,Да
НФ-00003184,Реверс,Да
НФ-00003184,Толкатель,Да
НФ-00003184,Формовочная насадка для фарша,Да
НФ-00001413,Количество в ящике,60
НФ-00001413,Производитель,Gemei
НФ-00001413,Состояние,Новое
НФ-00001413,Страна производитель,Китай
НФ-00001413,Бритвенная насадка,Да
НФ-00001413,Влагозащищенный корпус,Нет
НФ-00001413,Время заряда аккумулятора (час),8
НФ-00001413,Время работы от аккумулятора (мин),45
НФ-00001413,Гипоаллергенное покрытие,Нет
НФ-00001413,Детская/тихая стрижка,Нет
НФ-00001413,Дорожный футляр,Нет
НФ-00001413,Индикатор заряда элементов питания,Нет
НФ-00001413,Керамическое покрытие,Нет
НФ-00001413,Количество насадок,3
НФ-00001413,Количество установок длины,4
НФ-00001413,Максимальная длина стрижки (мм),12
НФ-00001413,Материал лезвий,Нержавеющая сталь
НФ-00001413,Минимальная длина стрижки (мм),3
НФ-00001413,Насадка для филировки,Нет
НФ-00001413,Насадка-триммер для носа и ушей,Да
НФ-00001413,Насадка-триммер для тела,Нет
НФ-00001413,Регулировка длины,Сменные насадки
НФ-00001413,Самозатачивающиеся лезвия,Нет
НФ-00001413,Стационарное зарядное устройство,Нет
НФ-00001413,Тип питания,Аккумулятор
НФ-00001413,Тип прибора,Набор для стрижки
НФ-00001413,Тип элементов питания,Li-Ion
НФ-00001413,Триммер для окантовки,Да
НФ-00001413,Ширина лезвия (мм),50
НФ-00001413,Щеточка для чистки,Да
НФ-00005353,Количество в ящике,4
НФ-00005353,Производитель,Domotec
НФ-00005353,Состояние,Новое
НФ-00005353,Страна производитель,Китай
НФ-00005353,Длина сетевого шнура (м),1
НФ-00005353,Защита от перегрузок,Да
НФ-00005353,Количество решеток,3
НФ-00005353,Максимальное время непрерывной работы (мин),7
НФ-00005353,Материал корпуса,Нержавеющая сталь
НФ-00005353,Материал лотка,металл
НФ-00005353,Материал рабочей камеры,металл
НФ-00005353,Мощность при заблокированном двигателе (Вт),2800
НФ-00005353,Насадка для нарезки печенья,Нет
НФ-00005353,Насадка для приготовления колбас,Да
НФ-00005353,Насадка для приготовления пюре,Нет
НФ-00005353,Насадка-кеббе,Да
НФ-00005353,Насадка-соковыжималка для цитрусовых,Нет
НФ-00005353,Насадка-соковыжималка для ягод,Нет
НФ-00005353,Насадка-терка,Нет
НФ-00005353,Насадка-шинковка,Нет
НФ-00005353,Отсек для хранения насадок,Нет
НФ-00005353,Отсек для шнура,Нет
НФ-00005353,Прорезиненные ножки,Да
