offer_id,param_name,param_value
НФ-00002943,Количество в ящике,40
НФ-00002943,Производитель,RXStyle
НФ-00002943,Состояние,Новое
НФ-00002943,Страна производитель,Китай
НФ-00002943,Страна регистрации бренда,Китай
НФ-00002943,Рисунок на корпусе,Нет
НФ-00002943,Цвет,Разные цвета
НФ-00002943,Цвет корпуса,Разные цвета
НФ-00002946,Количество в ящике,500
НФ-00002946,Состояние,Новое
НФ-00002946,Страна производитель,Китай
НФ-00002946,Страна регистрации бренда,Китай
НФ-00002946,Вес (г),10
НФ-00002946,Вид брелка,Автомобильный|Для гостиниц
НФ-00002946,Длина (мм),52
НФ-00002946,Количество в упаковке (шт.),1
НФ-00002946,Материал,Пластик
НФ-00002946,Покрытие,Без покрытия
НФ-00002946,Пол,Унисекс
НФ-00002946,Толщина (мм),11
НФ-00002946,Форма,Овальная
НФ-00002946,Цвет,Черный
НФ-00002946,Ширина (мм),31
НФ-00007209,Количество в ящике,120
НФ-00007209,Производитель,Xmas
НФ-00007209,Состояние,Новое
НФ-00007209,Страна производитель,Китай
НФ-00007209,Страна регистрации бренда,Китай
НФ-00007209,Длина (мм),2000
НФ-00007209,Количество режимов свечения,4
НФ-00007209,Количество светодиодов (шт.),30
НФ-00007209,Напряжение (В),12
НФ-00007209,Режим работы,Динамический
НФ-00007209,Срок службы (час),100000
НФ-00007209,Степень защиты IP,IP20
НФ-00007209,Тип гирлянды,Нить комнатная
НФ-00007209,Тип освещения,Светодиодная лента
НФ-00007209,Тип питания,Сеть
НФ-00007209,Тип светодиодов,SMD5050
НФ-00007209,Угол свечения (град.),120
НФ-00007209,Упаковка,Катушка
НФ-00007209,Цвет свечения,Мультиколор
НФ-00007209,Цвет шнура питания,Черный
НФ-00000026,Количество в ящике,60
НФ-00000026,Состояние,Новое
НФ-00000026,Страна производитель,Китай
НФ-00000026,Страна регистрации бренда,Китай
НФ-00000026,Автономное питание,Есть
НФ-00000026,Датчик удара,Нет
НФ-00000026,Интерфейс подключения к источнику,AV-выход
НФ-00000026,Количество камер,1
НФ-00000026,Комплектация видеорегистратора,автомобильное крепление
НФ-00000026,Максимальная частота кадров видео,30 кадров/с
НФ-00000026,Наличие GPS,Нет
НФ-00000026,Поворотный экран,Нет
НФ-00000026,Поддерживаемые форматы флэш-карт,microSD
НФ-00000026,Разрешение записи,1920x1080
НФ-00000026,Режим записи,Непрерывная
НФ-00000026,"Режим съемки ""День/ночь""",Да
НФ-00000026,Сенсорный экран,Нет
НФ-00000026,Тип матрицы,CMOS
НФ-00000026,Угол обзора (град.),140
НФ-00000026,Формат сжатия,AVI
НФ-00000026,Функция автозаписи,Да
НФ-00002484,Количество в ящике,500
НФ-00002484,Состояние,Новое
НФ-00002484,Страна производитель,Китай
НФ-00002484,Страна регистрации бренда,Китай
НФ-00002484,Вход/Выход,USB
НФ-00002484,Тип,Цифровое
НФ-00000867,Количество в ящике,24
НФ-00000867,Состояние,Новое
НФ-00000867,Страна производитель,Китай
НФ-00000867,Страна регистрации бренда,Китай
НФ-00000867,Мощность (Вт),36
НФ-00000867,Напряжение питания,12|24
НФ-00000867,Световой поток (лм),3800
НФ-00000867,Тип охлаждения,Активный
НФ-00000867,Цвет свечения,Холодный белый
НФ-00000867,Цветовая температура,6000К
НФ-00000867,Цоколь,Н3
НФ-00006010,Количество в ящике,200
НФ-00006010,Состояние,Новое
НФ-00006010,Страна производитель,Китай
НФ-00006010,Страна регистрации бренда,Китай
НФ-00006010,USB-интерфейс,Да
НФ-00006010,Дисплей,Да
НФ-00006010,Поддерживаемые форматы,WMA|MP3
НФ-00006010,Подключение устройства,Линейный вход AUX 3.5 мм
НФ-00006010,Пульт дистанционного управления,Нет
НФ-00006010,Слоты карты памяти,microSD
НФ-00000077,Количество в ящике,20
НФ-00000077,Состояние,Новое
НФ-00000077,Страна производитель,Китай
НФ-00000077,Страна регистрации бренда,Китай
НФ-00000077,Антивандальный корпус,Нет
НФ-00000077,Возможность смены объектива,Нет
НФ-00000077,Датчик движения,Нет
НФ-00000077,Изображение картинки,Цветная
НФ-00000077,Максимальная рабочая температура (град.),50
НФ-00000077,Минимальная рабочая температура (град.),15
НФ-00000077,Обнаружение движения,Нет
НФ-00000077,Питание,Сеть 220В
НФ-00000077,Подогрев корпуса,Нет
НФ-00000077,Приватные маски,Нет
НФ-00000077,Применение,Уличная
НФ-00000077,Распознавание номеров,Нет
НФ-00000077,"Режим съемки ""День/ночь""",Да
НФ-00000077,Тип камеры,IP
НФ-00000077,Форм-фактор,Корпусный
НФ-00007836,Количество в ящике,50
НФ-00007836,Состояние,Новое
НФ-00007836,Страна производитель,Китай
НФ-00007836,Страна регистрации бренда,Китай
НФ-00007836,Автономное питание,Есть
НФ-00007836,Диагональ экрана (дюйм),3
НФ-00007836,Интерфейс подключения к источнику,AV-выход
НФ-00007836,Количество камер,2
НФ-00007836,Комплектация видеорегистратора,автомобильное крепление
НФ-00007836,Максимальная частота кадров видео,30 кадров/с
НФ-00007836,Наличие GPS,Нет
НФ-00007836,Поворотный экран,Нет
НФ-00007836,Поддерживаемые форматы флэш-карт,microSD
НФ-00007836,Разрешение записи,1920x1080
НФ-00007836,Режим записи,Непрерывная
НФ-00007836,"Режим съемки ""День/ночь""",Да
НФ-00007836,Сенсорный экран,Нет
НФ-00007836,Тип матрицы,CMOS
НФ-00007836,Угол обзора (град.),170
НФ-00007836,Функция автозаписи,Да
НФ-00000050,Количество в ящике,30
НФ-00000050,Состояние,Новое
НФ-00000050,Страна производитель,Китай
НФ-00000050,Страна регистрации бренда,Китай
НФ-00000050,Датчик удара,Нет
НФ-00000050,Интерфейс подключения к источнику,USB
НФ-00000050,Количество камер,1
НФ-00000050,Комплектация видеорегистратора,автомобильное крепление
НФ-00000050,Наличие GPS,Нет
НФ-00000050,Поворотный экран,Нет
НФ-00000050,Поддерживаемые форматы флэш-карт,microSD
НФ-00000050,Разрешение записи,1920x1080
НФ-00000050,Режим записи,Непрерывная
НФ-00000050,"Режим съемки ""День/ночь""",Да
НФ-00000050,Сенсорный экран,Нет
НФ-00000050,Тип матрицы,CMOS
НФ-00000050,Угол обзора (град.),170
НФ-00000050,Формат сжатия,AVI
НФ-00000104,Количество в ящике,20
НФ-00000104,Состояние,Новое
НФ-00000104,Страна производитель,Китай
НФ-00000104,Страна регистрации бренда,Китай
НФ-00000104,SD-карта,Нет
НФ-00000104,Внутренняя память (GB),8
НФ-00000104,Держатель,Да
НФ-00000104,Диагональ экрана (дюйм),7
НФ-00000104,Игры,Нет
НФ-00000104,Максимальная рабочая температура (град.),50
НФ-00000104,Меню на русском,Да
НФ-00000104,Минимальная рабочая температура (град.),-20
НФ-00000104,Назначение,Автомобильный
НФ-00000104,Объем оперативной памяти (Мб),256
НФ-00000104,Операционная система,Windows CE
НФ-00000104,Питание,Аккумулятор
НФ-00000104,Программы навигации,Навител
НФ-00000104,Пульт дистанционного управления,Нет
НФ-00000104,Сенсорный экран,Да
НФ-00000104,Слоты карты памяти,microSD
НФ-00000104,Тип GPS,Портативный GPS
НФ-00000104,Тип упаковки,Картонная коробка
НФ-00000104,Функция видеорегистратора,Нет
НФ-00000104,Цветопередача ЖК дисплея,Цветная
НФ-00000104,Чипсет GPS,Media Tek (MTK)
НФ-00007835,Количество в ящике,100
НФ-00007835,Состояние,Новое
НФ-00007835,Страна производитель,Китай
НФ-00007835,Страна регистрации бренда,Китай
НФ-00007835,В комплект входит,AV-кабель|USB-кабель|Джойстики|Инструкция
НФ-00007835,Интерфейсы,USB|AV-выход
НФ-00007835,Линейки,PlayStation
НФ-00007835,Особенности,Поддержка HD
НФ-00007835,Питание,ААА
НФ-00007835,Сенсорный экран,Нет
НФ-00007835,Тип приставки,Стационарная
НФ-00007835,Цвет корпуса,Черный
НФ-00000107,Количество в ящике,20
НФ-00000107,Состояние,Новое
НФ-00000107,Страна производитель,Китай
НФ-00000107,Страна регистрации бренда,Китай
НФ-00000107,SD-карта,Нет
НФ-00000107,Внутренняя память (GB),8
НФ-00000107,Держатель,Да
НФ-00000107,Диагональ экрана (дюйм),7
НФ-00000107,Игры,Нет
НФ-00000107,Максимальная рабочая температура (град.),50
НФ-00000107,Меню на русском,Да
НФ-00000107,Минимальная рабочая температура (град.),-20
НФ-00000107,Назначение,Автомобильный
НФ-00000107,Объем оперативной памяти (Мб),256
НФ-00000107,Операционная система,Windows CE
НФ-00000107,Питание,Аккумулятор
НФ-00000107,Программы навигации,Навител
НФ-00000107,Пульт дистанционного управления,Нет
НФ-00000107,Сенсорный экран,Да
НФ-00000107,Слоты карты памяти,microSD
НФ-00000107,Тип GPS,Портативный GPS
НФ-00000107,Тип упаковки,Картонная коробка
НФ-00000107,Функция видеорегистратора,Нет
НФ-00000107,Цветопередача ЖК дисплея,Цветная
НФ-00000107,Чипсет GPS,Media Tek (MTK)
НФ-00000179,Количество в ящике,50
НФ-00000179,Состояние,Новое
НФ-00000179,Страна производитель,Китай
НФ-00000179,Страна регистрации бренда,Китай
НФ-00000179,Напряжение (В),220
НФ-00000179,Режим работы,Статический
НФ-00000179,Срок службы (час),100000
НФ-00000179,Тип гирлянды,Нить уличная|Нить комнатная
НФ-00000179,Тип освещения,Светодиодная лента
НФ-00000179,Тип питания,Сеть
НФ-00000179,Упаковка,Бухта
НФ-00000179,Форма лампочки,Классическая
НФ-00000179,Цвет свечения,Зеленый
НФ-00000179,Цвет шнура питания,Черный
НФ-00003413,Количество в ящике,100
НФ-00003413,Состояние,Новое
НФ-00003413,Страна производитель,Китай
НФ-00003413,Страна регистрации бренда,Китай
НФ-00007213,Количество в ящике,100
НФ-00007213,Производитель,Xmas
НФ-00007213,Состояние,Новое
НФ-00007213,Страна производитель,Китай
НФ-00007213,Страна регистрации бренда,Китай
НФ-00007213,Длина (мм),5000
НФ-00007213,Количество светодиодов (шт.),300
НФ-00007213,Напряжение (В),220
НФ-00007213,Режим работы,Динамический
НФ-00007213,Срок службы (час),100000
НФ-00007213,Степень защиты IP,IP65
НФ-00007213,Тип гирлянды,Нить уличная
НФ-00007213,Тип освещения,Светодиодная лента
НФ-00007213,Тип питания,Сеть
НФ-00007213,Тип светодиодов,SMD5050
НФ-00007213,Угол свечения (град.),120
НФ-00007213,Упаковка,Бухта
НФ-00007213,Цвет свечения,Мультиколор
НФ-00007213,Цвет шнура питания,Черный
НФ-00002195,Количество в ящике,100
НФ-00002195,Состояние,Новое
НФ-00002195,Страна производитель,Китай
НФ-00002195,Страна регистрации бренда,Китай
НФ-00002195,Капюшон,Без капюшона
НФ-00002195,Низ,Велосипедки
НФ-00002195,Отделка и украшения,Контрастные вставки
НФ-00002195,Пол,Женский
НФ-00002195,Сезон,Лето
НФ-00002195,Тип ткани,Трикотаж
НФ-00002195,Цвет,Черный|Желтый
НФ-00007577,Количество в ящике,320
НФ-00007577,Состояние,Новое
НФ-00007577,Страна производитель,Китай
НФ-00007577,Длина (мм),10000
НФ-00007577,Режим работы,Динамический
НФ-00007577,Срок службы (час),100000
НФ-00007577,Степень защиты IP,IP67
НФ-00007577,Тип гирлянды,Нить комнатная
НФ-00007577,Тип освещения,Светодиодная гирлянда
НФ-00007577,Тип питания,Сеть
НФ-00007577,Тип светодиодов,COB
НФ-00007577,Угол свечения (град.),120
НФ-00007577,Упаковка,Коробка
НФ-00007577,Управление,Мобильное приложение/Wi-Fi
НФ-00007577,Цвет свечения,Красный|Зеленый|Синий
НФ-00002990,Количество в ящике,20
НФ-00002990,Состояние,Новое
НФ-00002990,Страна производитель,Китай
НФ-00002990,Страна регистрации бренда,Китай
НФ-00002990,Вид оборудования,УФ лампа
НФ-00002990,Дисплей,Да
НФ-00002990,Дополнительные функции,Таймер|Сенсор датчика движения|Защита от перегрева
НФ-00002990,Максимальное время установки таймера (сек),120
НФ-00002990,Мощность лампы для сушки ногтей (Вт),48
НФ-00002990,Напряжение сети,220~240 В
НФ-00002990,Сменная лампа в комплекте,Нет
НФ-00002990,Тип упаковки,Картонная коробка
НФ-00002990,Цвет,Белый
НФ-00002990,Количество ультрафиолетовых ламп (шт.),24
НФ-00002991,Количество в ящике,20
НФ-00002991,Состояние,Новое
НФ-00002991,Страна производитель,Китай
НФ-00002991,Страна регистрации бренда,Китай
НФ-00002991,Вид оборудования,УФ лампа
НФ-00002991,Дисплей,Нет
НФ-00002991,Дополнительные функции,Таймер|Сенсор датчика движения|Защита от перегрева
НФ-00002991,Максимальное время установки таймера (сек),120
НФ-00002991,Мощность лампы для сушки ногтей (Вт),48
НФ-00002991,Напряжение сети,220~240 В
НФ-00002991,Сменная лампа в комплекте,Нет
НФ-00002991,Тип упаковки,Картонная коробка
НФ-00002991,Цвет,Белый
НФ-00000533,Количество в ящике,50
НФ-00000533,Состояние,Новое
НФ-00000533,Страна производитель,Китай
НФ-00000533,Страна регистрации бренда,Китай
НФ-00000533,Омедненный инструмент,Да
НФ-00000533,Размер max (мм),32
НФ-00000533,Размер min (мм),8
НФ-00000533,Тип ключа,рожковый|универсальный
НФ-00007636,Количество в ящике,36
НФ-00007636,Состояние,Новое
НФ-00007636,Страна производитель,Китай
НФ-00007636,Страна регистрации бренда,Китай
НФ-00007636,Взрывозащищенный корпус,Нет
НФ-00007636,Датчик движения,Да
НФ-00007636,Источник света,LED module
НФ-00007636,Количество в упаковке (шт.),1
НФ-00007636,Максимальная рабочая температура (град.),45
НФ-00007636,Материал корпуса,Пластик
НФ-00007636,Материал рассеивателя,Пластик
НФ-00007636,Минимальная рабочая температура (град.),25
НФ-00007636,Мощность (Вт),25
НФ-00007636,Напряжение (В),220
НФ-00007636,Применение освещения,Для наружного освещения зданий|Для освещения ландшафтов|Для освещения парковок
НФ-00007636,Световой поток (лм),5000
НФ-00007636,Способ монтажа,На опору
НФ-00007636,Способ освещения,Локальное освещение
НФ-00007636,Срок службы (лет),10
НФ-00007636,Степень защиты IP,IP66
НФ-00007636,Стиль исполнения,Классический
НФ-00007636,Тип лампы,Светодиодная
НФ-00007636,Тип освещения,Прожектор
НФ-00007636,Тип освещения по мобильности,Переносное
НФ-00007636,Тип питания,Аккумулятор|Сеть
НФ-00007636,Тип светодиодов,COB
НФ-00007636,Цвет корпуса,Черный
НФ-00007636,Цвет свечения,RGB
НФ-00007636,Цветовая гамма,RGB
НФ-00007636,Цветовая температура,6500К
НФ-00007636,Лампочка в комплекте,Нет
НФ-00005112,Количество в ящике,25
НФ-00005112,Состояние,Новое
НФ-00005112,Страна производитель,Китай
НФ-00005112,Страна регистрации бренда,Китай
НФ-00005112,Отображение текущих параметров системы,Да
НФ-00005112,Проверка исполнительных механизмов,Да
НФ-00005112,Сброс сервисных интервалов,Да
НФ-00005112,Цвет,Красный
НФ-00005112,Чтение и стирание кодов неисправностей,Да
НФ-00005112,Проверка ESP,Да
НФ-00005112,Управление исполнительными механизмами,Да
НФ-00002702,Количество в ящике,2
НФ-00002702,Состояние,Новое
НФ-00002702,Страна производитель,Китай
НФ-00002702,Длина (мм),1580
НФ-00002702,Количество элементов (шт.),72
НФ-00002702,Максимальная рабочая температура (град.),65
НФ-00002702,Материал рамки,Алюминий
НФ-00002702,Минимальная рабочая температура (град.),25
НФ-00002702,Мощность (Вт),200
НФ-00002702,Напряжение (В),36
НФ-00002702,Тип панели,Монокристаллическая
НФ-00002702,Толщина (мм),30
НФ-00002702,Ширина (мм),800
НФ-00002708,Количество в ящике,2
НФ-00002708,Состояние,Новое
НФ-00002708,Страна производитель,Китай
НФ-00002708,Длина (мм),1950
НФ-00002708,Количество элементов (шт.),60
НФ-00002708,Максимальная рабочая температура (град.),65
НФ-00002708,Материал рамки,Алюминий
НФ-00002708,Минимальная рабочая температура (град.),25
НФ-00002708,Мощность (Вт),300
НФ-00002708,Напряжение (В),36
НФ-00002708,Тип панели,Монокристаллическая
НФ-00002708,Толщина (мм),40
НФ-00002708,Ширина (мм),992
НФ-00007402,Количество в ящике,200
НФ-00007402,Состояние,Новое
НФ-00007402,Страна производитель,Китай
НФ-00007402,Страна регистрации бренда,Китай
НФ-00007402,Возрастная группа,Для взрослых
НФ-00007402,Количество ребер жесткости,1
НФ-00007402,Материал,Нейлон
НФ-00007402,Материал ребер жесткости,Пластик
НФ-00007402,Размер,Универсальный
НФ-00007402,Степень фиксации,Мягкая/умеренная
НФ-00007402,Тип,Реклинатор/Корректор осанки
НФ-00007402,Цвет,Розовый
НФ-00002701,Количество в ящике,2
НФ-00002701,Состояние,Новое
НФ-00002701,Страна производитель,Китай
НФ-00002701,Длина (мм),1640
НФ-00002701,Количество элементов (шт.),72
НФ-00002701,Максимальная рабочая температура (град.),65
НФ-00002701,Материал рамки,Алюминий
НФ-00002701,Минимальная рабочая температура (град.),25
НФ-00002701,Мощность (Вт),250
НФ-00002701,Напряжение (В),36
НФ-00002701,Тип панели,Монокристаллическая
НФ-00002701,Толщина (мм),40
НФ-00002701,Ширина (мм),992
НФ-00005252,Количество в ящике,100
НФ-00005252,Состояние,Новое
НФ-00005252,Страна производитель,Китай
НФ-00005252,Страна регистрации бренда,Китай
НФ-00005252,Верх,Кофта
НФ-00005252,Капюшон,Без капюшона
НФ-00005252,Отделка и украшения,Контрастные вставки
НФ-00005252,Пол,Женский
НФ-00005252,Сезон,Лето
НФ-00005252,Тип ткани,Трикотаж
НФ-00005252,Цвет,Черный
НФ-00004270,Количество в ящике,500
НФ-00004270,Состояние,Новое
НФ-00004270,Страна производитель,Китай
НФ-00004270,Страна регистрации бренда,Китай
НФ-00004270,Динамический диапазон АЦП (дБ),96
НФ-00004270,Динамический диапазон ЦАП (дБ),90
НФ-00004270,Класс качества,Original
НФ-00004270,Разрядность ЦАП,24 бит
НФ-00004270,Тип,Внешняя
НФ-00004270,Тип подключения,USB
НФ-00008040,Количество в ящике,100
НФ-00008040,Состояние,Новое
НФ-00008040,Страна производитель,Китай
НФ-00008040,Страна регистрации бренда,Китай
НФ-00008040,Дальность действия (м),25
НФ-00008040,Тип питания,Аккумулятор
НФ-00008040,Уровень ультразвукового давления (дБ),260
НФ-00008040,Цвет,Серый
НФ-00008040,Частота излучаемого ультразвука (кГц),25
НФ-00008040,Максимальная рабочая температура (град.),50
НФ-00008040,Минимальная рабочая температура (град.),-20
НФ-00000507,Количество в ящике,360
НФ-00000507,Состояние,Новое
НФ-00000507,Страна производитель,Китай
НФ-00000507,Страна регистрации бренда,Китай
НФ-00000507,Возрастная группа,Без ограничений
НФ-00000507,Материал,АБС-пластик
НФ-00000507,Форма,Цилиндр
НФ-00000507,Цвет,Черный
НФ-00005974,Количество в ящике,100
НФ-00005974,Состояние,Новое
НФ-00005974,Страна производитель,Китай
НФ-00005974,Страна регистрации бренда,Китай
НФ-00005974,Возможность подзарядки от USB,Да
НФ-00005974,Заземление,Да
НФ-00005974,Защитная крышка,Нет
НФ-00005974,Защитные шторки,Нет
НФ-00005974,Количество разъемов,1
НФ-00005974,Материал контакта,Сталь
НФ-00005974,Материал корпуса,Термопластик
НФ-00005974,Напряжение (В),220
НФ-00005974,Способ установки,Накладной
НФ-00005974,Срок службы (лет),20
НФ-00005974,Цвет корпуса,Белый
НФ-00000217,Количество в ящике,16
НФ-00000217,Производитель,Xmas
НФ-00000217,Состояние,Новое
НФ-00000217,Страна производитель,Китай
НФ-00000217,Страна регистрации бренда,Китай
НФ-00000217,Количество ламп (шт.),120
НФ-00000217,Количество режимов свечения,8
НФ-00000217,Напряжение (В),220
НФ-00000217,Режим работы,Динамический
НФ-00000217,Срок службы (час),100000
НФ-00000217,Степень защиты IP,IP65
НФ-00000217,Тип гирлянды,Бахрома уличная
НФ-00000217,Тип освещения,Электрическая гирлянда
НФ-00000217,Тип питания,Сеть
НФ-00000217,Упаковка,Коробка
НФ-00000217,Форма лампочки,Классическая
НФ-00000217,Цвет свечения,Теплый белый
НФ-00000217,Цвет шнура питания,Прозрачный
НФ-00003017,Количество в ящике,500
НФ-00003017,Состояние,Новое
НФ-00003017,Страна производитель,Китай
НФ-00003017,Страна регистрации бренда,Китай
НФ-00003017,Вход (WAN порт),Ethernet
НФ-00003017,Количество LAN-портов (RJ-45) (шт.),1
НФ-00003017,Количество антенн (шт.),1
НФ-00003017,Скорость передачи данных (Мбит/сек),600
НФ-00003017,Тип антенны,Внешняя
НФ-00008004,Количество в ящике,24
НФ-00008004,Состояние,Новое
НФ-00008004,Страна производитель,Китай
НФ-00008004,Страна регистрации бренда,Китай
НФ-00008004,Вид водонагревателя,Кран с подогревом воды
НФ-00008004,Внутреннее покрытие бака,Нержавеющая сталь
НФ-00008004,Время нагрева воды до 50°С (мин),0.3
НФ-00008004,Дисплей,Да
НФ-00008004,Кран,Да
НФ-00008004,Максимальная температура нагрева воды (град.),60
НФ-00008004,Мощность номинальная (кВт),3
НФ-00008004,Нагревательный элемент,ТЭНовый
НФ-00008004,Напряжение сети,220~240 В
НФ-00008004,Подводка,Нижняя
НФ-00008004,Производительность (литр/мин),80
НФ-00008004,Пульт дистанционного управления,Нет
НФ-00008004,Раковина (умывальник),Нет
НФ-00008004,Расположение,Вертикальное
НФ-00008004,Регулировка температуры,Плавная
НФ-00008004,Способ нагрева,Электрический
НФ-00008004,Способ подачи воды,Напорный
НФ-00008004,Способ установки,Встроенный
НФ-00008004,Тип водонагревателя,Проточный
НФ-00008004,Тумба под умывальник,Нет
НФ-00008004,Ускоренный нагрев,Да
НФ-00008004,Форма водонагревателя,Компактный
НФ-00007927,Количество в ящике,24
НФ-00007927,Состояние,Новое
НФ-00007927,Страна производитель,Китай
НФ-00007927,Страна регистрации бренда,Китай
НФ-00007927,Вид водонагревателя,Кран с подогревом воды
НФ-00007927,Внутреннее покрытие бака,Нержавеющая сталь
НФ-00007927,Время нагрева воды до 50°С (мин),0.3
НФ-00007927,Датчик перегрева,Да
НФ-00007927,Датчик потока,Да
НФ-00007927,Держатель душевой лейки,Нет
НФ-00007927,Дисплей,Да
НФ-00007927,Душевая лейка,Да
НФ-00007927,Кран,Да
НФ-00007927,Максимальная температура нагрева воды (град.),60
НФ-00007927,Мощность номинальная (кВт),3
НФ-00007927,Нагревательный элемент,ТЭНовый
НФ-00007927,Напряжение сети,220~240 В
НФ-00007927,Подводка,Боковая
НФ-00007927,Производительность (литр/мин),80
НФ-00007927,Пульт дистанционного управления,Нет
НФ-00007927,Раковина (умывальник),Нет
НФ-00007927,Расположение,Вертикальное
НФ-00007927,Регулировка температуры,Плавная
НФ-00007927,Розжиг горелки,Электронный
НФ-00007927,Способ нагрева,Электрический
НФ-00007927,Способ подачи воды,Напорный
НФ-00007927,Способ установки,Встроенный
НФ-00007927,Тип водонагревателя,Проточный
НФ-00007927,Тумба под умывальник,Нет
НФ-00007927,Управление водонагревателем,Гидравлическое
НФ-00007927,Ускоренный нагрев,Да
НФ-00007927,Форма водонагревателя,Компактный
НФ-00007274,Количество в ящике,20
НФ-00007274,Состояние,Новое
НФ-00007274,Страна производитель,Китай
НФ-00007274,Страна регистрации бренда,Китай
НФ-00007274,Источник сигнала,Медиаплеер
НФ-00007274,Особенности,Контроллер
НФ-00007274,Подключение очков,Bluetooth
НФ-00007274,Тип,Очки виртуальной реальности
НФ-00007274,Угол обзора микроэкранов,45
НФ-00007274,Цвет,Белый
НФ-00007054,Количество в ящике,20
НФ-00007054,Производитель,Xmas
НФ-00007054,Состояние,Новое
НФ-00007054,Страна производитель,Китай
НФ-00007054,Страна регистрации бренда,Китай
НФ-00007054,Высота (мм),3000
НФ-00007054,Количество ламп (шт.),360
НФ-00007054,Количество режимов свечения,8
НФ-00007054,Напряжение (В),220
НФ-00007054,Режим работы,Динамический
НФ-00007054,Срок службы (час),100000
НФ-00007054,Степень защиты IP,IP20
НФ-00007054,Тип гирлянды,Штора комнатная
НФ-00007054,Тип освещения,Электрическая гирлянда
НФ-00007054,Тип питания,Сеть
НФ-00007054,Упаковка,Коробка
НФ-00007054,Форма лампочки,Кристалл
НФ-00007054,Цвет свечения,Холодный белый
НФ-00007054,Цвет шнура питания,Прозрачный
НФ-00007054,Ширина (мм),2000
НФ-00007055,Количество в ящике,20
НФ-00007055,Производитель,Xmas
НФ-00007055,Состояние,Новое
НФ-00007055,Страна производитель,Китай
НФ-00007055,Страна регистрации бренда,Китай
НФ-00007055,Высота (мм),3000
НФ-00007055,Количество ламп (шт.),360
НФ-00007055,Количество режимов свечения,8
НФ-00007055,Напряжение (В),220
НФ-00007055,Режим работы,Динамический
НФ-00007055,Срок службы (час),100000
НФ-00007055,Степень защиты IP,IP20
НФ-00007055,Тип гирлянды,Штора комнатная
НФ-00007055,Тип освещения,Электрическая гирлянда
НФ-00007055,Тип питания,Сеть
НФ-00007055,Упаковка,Коробка
НФ-00007055,Форма лампочки,Кристалл
НФ-00007055,Цвет свечения,Теплый белый
НФ-00007055,Цвет шнура питания,Прозрачный
НФ-00007055,Ширина (мм),2000
НФ-00007643,Количество в ящике,100
НФ-00007643,Производитель,Xmas
НФ-00007643,Состояние,Новое
НФ-00007643,Страна производитель,Китай
НФ-00007643,Высота (мм),2000
НФ-00007643,Длина (мм),2000
НФ-00007643,Количество ламп (шт.),160
НФ-00007643,Напряжение (В),220
НФ-00007643,Режим работы,Динамический
НФ-00007643,Срок службы (час),100000
НФ-00007643,Степень защиты IP,IP44
НФ-00007643,Тип гирлянды,Штора комнатная
НФ-00007643,Тип освещения,Светодиодные сетки и занавесы
НФ-00007643,Тип питания,Сеть
НФ-00007643,Упаковка,Коробка
НФ-00007643,Форма лампочки,Классическая
НФ-00007643,Цвет свечения,Холодный белый
НФ-00007643,Цвет шнура питания,Прозрачный
НФ-00007644,Количество в ящике,100
НФ-00007644,Производитель,Xmas
НФ-00007644,Состояние,Новое
НФ-00007644,Страна производитель,Китай
НФ-00007644,Страна регистрации бренда,Китай
НФ-00007644,Высота (мм),2000
НФ-00007644,Количество ламп (шт.),160
НФ-00007644,Количество режимов свечения,1
НФ-00007644,Напряжение (В),220
НФ-00007644,Режим работы,Статический
НФ-00007644,Срок службы (час),100000
НФ-00007644,Степень защиты IP,IP20
НФ-00007644,Тип гирлянды,Штора комнатная
НФ-00007644,Тип освещения,Электрическая гирлянда
НФ-00007644,Тип питания,Сеть
НФ-00007644,Упаковка,Коробка
НФ-00007644,Форма лампочки,Классическая
НФ-00007644,Цвет свечения,Теплый белый
НФ-00007644,Цвет шнура питания,Прозрачный
НФ-00007644,Ширина (мм),2000
НФ-00007654,Количество в ящике,8
НФ-00007654,Производитель,Xmas
НФ-00007654,Состояние,Новое
НФ-00007654,Страна производитель,Китай
НФ-00007654,Страна регистрации бренда,Китай
НФ-00007654,Длина (мм),20000
НФ-00007654,Количество ламп (шт.),20
НФ-00007654,Количество режимов свечения,8
НФ-00007654,Напряжение (В),220
НФ-00007654,Режим работы,Статический
НФ-00007654,Срок службы (час),100000
НФ-00007654,Степень защиты IP,IP65
НФ-00007654,Тип гирлянды,Бахрома уличная
НФ-00007654,Тип освещения,Электрическая гирлянда
НФ-00007654,Тип питания,Сеть
НФ-00007654,Упаковка,Коробка
НФ-00007654,Форма лампочки,Шарик
НФ-00007654,Цвет свечения,Мультиколор
НФ-00007654,Цвет шнура питания,Черный
НФ-00007063,Количество в ящике,10
НФ-00007063,Производитель,Xmas
НФ-00007063,Страна производитель,Китай
НФ-00007063,Страна регистрации бренда,Китай
НФ-00007063,Длина (метры),3*0.7
НФ-00007063,Количество ламп (шт.),9
НФ-00007063,Напряжение (В),220
НФ-00007063,Срок службы (час),100000
НФ-00007063,Степень защиты IP,IP44
НФ-00007063,Тип,гирлянда
НФ-00007063,Тип гирлянды,Бахрома комнатная
НФ-00007063,Тип освещения,Электрическая гирлянда
НФ-00007063,Тип питания,Сеть
НФ-00007063,Упаковка,Коробка
НФ-00007063,Форма лампочки,Звездочка
НФ-00007063,Цвет,Тёплый белый
